#,Data-set path,Unit Test Grade,ChatGPT Grade,Execution Time
2527,00072_00007,100,60,0.2163902
2528,00072_00008,100,85,0.1842926
2529,00072_00009,100,90,0.1794176
2530,00072_00010,100,85,0.1808142
2531,00072_00011,100,60,0.2371484
2532,00072_00012,100,85,0.2511621
2533,00072_00013,100,80,0.26426
2534,00072_00014,100,90,0.2726265
2535,00072_00015,100,60,0.2419248
2536,00072_00018,100,80,0.1865119
2537,00072_00019,100,70,0.1808756
2538,00072_00020,100,80,0.2044433
2539,00073_00001,100,85,0.1913828
2540,00074_00001,100,0,0.197878
2541,00074_00003,100,90,0.2405635
2542,00074_00004,100,40,0.2437609
2543,00075_00003,0,0,0.6500373
2544,00076_00003,100,65,0.1917345
2545,00077_00001,100,65,0.1904237
2546,00077_00002,100,70,0.2363754
2547,00077_00003,100,90,0.2514432
2548,00077_00004,100,40,0.268274
2549,00077_00005,100,55,0.194985
2550,00077_00006,100,95,0.2076465
2551,00077_00007,100,70,0.179597
2552,00077_00008,0,55,0.1826879
2553,00077_00009,0,0,0.2480675
2554,00077_00010,0,55,0.2185934
2555,00077_00011,0,40,0.2453349
2556,00077_00012,0,20,0.2507022
2557,00077_00013,0,10,0.2777488
2558,00077_00014,0,40,0.1870584
2559,00077_00015,0,40,0.1949791
2560,00077_00016,0,0,0.180692
2561,00077_00017,0,15,0.2512909
2562,00077_00018,0,40,0.2533366
2563,00077_00019,100,85,0.2568705
2564,00077_00020,0,50,0.1991711
2565,00077_00021,0,15,0.22553
2566,00077_00022,100,75,0.1851443
2567,00077_00023,0,20,0.1859356
2568,00079_00001,0,0,0.3417628
2569,00080_00001,100,90,0.2147596
2570,00080_00002,100,90,0.2338593
2571,00083_00004,100,90,0.2381565
2572,00084_00006,100,100,0.2488395
2573,00084_00007,100,85,0.3063621
2574,00084_00008,100,85,0.2010767
2575,00084_00009,100,80,0.1842725
2576,00084_00010,100,90,0.1958273
2577,00086_00005,100,100,0.1896293
2578,00086_00015,100,85,0.2322606
2579,00086_00016,100,100,0.2182837
2580,00086_00017,100,100,0.2514753
2581,00087_00001,100,85,0.2772281
2582,00087_00002,100,75,0.268725
2583,00087_00003,100,75,0.2432213
2584,00087_00004,100,90,0.3532244
2585,00087_00005,100,80,0.3119831
2586,00087_00006,100,90,0.3668077
2587,00087_00007,100,65,0.2753384
2588,00087_00008,100,80,0.2927745
2589,00087_00009,100,80,0.3294363
2590,00087_00010,100,95,0.4029275
2591,00087_00011,100,75,0.3634127
2592,00087_00012,100,80,0.2658027
2593,00087_00013,100,85,0.4143072
2594,00087_00014,100,80,0.3505943
2595,00087_00015,100,90,0.3717362
2596,00087_00016,100,60,0.3287628
2597,00087_00017,100,80,0.3013634
2598,00087_00018,100,70,0.3271098
2599,00087_00019,100,85,0.278394
2600,00087_00020,100,55,0.3455156
2601,00089_00002,100,45,0.4038374
2602,00089_00003,100,80,0.3254463
2603,00089_00004,100,40,0.4161656
2604,00089_00005,100,70,0.3506565
2605,00089_00006,100,70,0.3946005
2606,00090_00003,0,0,0.9972318
2607,00090_00004,0,0,1.050316
2608,00090_00005,0,0,1.2130299
2609,00090_00006,0,0,1.079472
2610,00091_00002,0,15,0.386312
2611,00091_00003,0,10,0.358025
2612,00091_00004,100,85,0.3649194
2613,00092_00002,100,80,0.3460131
2614,00092_00007,0,0,0.3669862
2615,00092_00008,0,0,0.3757758
2616,00092_00009,0,0,0.4154292
2617,00092_00010,0,0,0.3509928
2618,00093_00001,0,50,0.4959484
2619,00093_00002,0,20,0.4246948
2620,00093_00004,0,0,0.3930606
2621,00093_00005,0,0,0.3692904
2622,00093_00006,0,0,0.3940963
2623,00093_00007,0,10,0.3833958
2624,00093_00008,0,0,0.3659093
2625,00093_00009,0,0,0.5217866
2626,00093_00010,0,10,0.399541
2627,00093_00011,100,60,0.2915631
2628,00093_00012,0,0,0.4397532
2629,00093_00014,100,70,0.2732838
2630,00093_00015,100,50,0.2663495
2631,00093_00017,100,90,0.3979064
2632,00093_00018,0,0,0.3626102
2633,00093_00019,0,0,0.4338014
2634,00093_00020,100,70,0.2539025
2635,00093_00021,100,20,0.3529837
2636,00093_00022,100,60,0.3360424
2637,00093_00023,100,60,0.3860734
2638,00094_00001,100,95,0.3668447
2639,00094_00002,100,100,0.4001106
2640,00095_00001,100,55,0.2434582
2641,00099_00001,100,90,3.8858505
2642,00100_00002,100,50,0.3025589
2643,00100_00003,100,70,0.3118644
2644,00100_00004,100,70,0.3836324
2645,00100_00005,100,100,0.3785962
2646,00100_00006,100,80,0.228981
2647,00100_00007,100,90,0.3649752
2648,00100_00011,100,60,0.3805108
2649,00100_00012,100,90,0.2874479
2650,00100_00013,100,90,0.4309718
2651,00101_00001,0,0,0.5530796
2652,00101_00002,0,0,0.3882605
2653,00101_00003,0,0,0.3944941
2654,00101_00004,0,0,0.4105385
2655,00101_00005,0,0,0.4298359
2656,00101_00006,0,0,0.4021231
2657,00101_00007,0,0,0.6269651
2658,00102_00001,0,0,0.3213323
2659,00102_00002,0,0,0.3660057
2660,00102_00003,0,0,0.4748024
2661,00102_00004,0,40,0.3284462
2662,00102_00005,0,0,0.3662925
2663,00102_00006,0,0,0.3733722
2664,00102_00007,0,0,0.3974482
2665,00102_00008,0,0,0.4569872
2666,00102_00009,0,0,0.4705308
2667,00102_00010,0,0,0.4324713
2668,00102_00011,0,0,0.4211811
2669,00102_00012,0,0,0.4085242
2670,00102_00013,0,0,0.4968734
2671,00102_00014,0,10,0.4053347
2672,00102_00015,0,0,0.4029616
2673,00102_00016,0,0,0.3580796
2674,00102_00017,0,0,0.3943878
2675,00102_00018,0,0,0.3921277
2676,00102_00019,0,10,0.5422433
2677,00102_00020,0,0,0.4206114
2678,00102_00021,0,0,0.483596
2679,00102_00022,0,0,0.3538707
2680,00102_00023,0,0,0.4325686
2681,00102_00024,0,0,0.3995192
2682,00102_00025,0,0,0.4503145
2683,00102_00026,0,0,0.3770918
2684,00102_00027,0,0,0.389766
2685,00102_00028,0,0,0.3801083
2686,00102_00029,0,0,0.4263188
2687,00102_00030,0,0,0.5344156
2688,00102_00031,0,0,0.4102139
2689,00102_00032,0,0,0.3703608
2690,00102_00033,0,0,0.404115
2691,00102_00034,0,10,0.3824484
2692,00102_00035,0,10,0.5113048
2693,00102_00036,0,0,0.4166865
2694,00102_00037,0,0,0.2806311
2695,00104_00001,100,100,1.1227478
2696,00104_00002,100,100,1.0927688
2697,00104_00003,100,85,1.2277385
2698,00104_00004,100,100,1.3049673
2699,00104_00005,100,95,0.9306204
2700,00104_00006,100,100,0.8652877
2701,00105_00012,100,75,0.1827653
2702,00105_00014,100,100,0.1739667
2703,00105_00015,100,90,0.1876598
2704,00105_00016,100,90,0.2026583
2705,00105_00017,100,95,0.2408132
2706,00105_00018,100,90,0.2457034
2707,00105_00019,100,80,0.1816389
2708,00105_00020,100,70,0.1742384
2709,00109_00001,0,0,0.2528049
2710,00109_00002,0,20,0.3028625
2711,00109_00003,0,0,0.3415911
2712,00109_00004,0,0,0.4939287
2713,00109_00005,0,10,0.376177
2714,00109_00006,0,0,0.4117287
2715,00112_00003,100,90,0.2071423
2716,00116_00001,0,50,0.8485003
2717,00116_00002,0,0,0.9998335
2718,00116_00008,0,100,0.828805
2719,00116_00009,0,0,0.7745438
2720,00116_00010,0,10,0.9940644
2721,00116_00011,0,90,1.2490829
2722,00116_00012,0,0,1.1332643
2723,00120_00002,100,85,0.2070619
2724,00120_00006,100,95,0.1884135
2725,00120_00018,100,85,0.1009382
2726,00120_00019,100,85,0.2282482
2727,00120_00020,100,85,0.1806756
2728,00120_00021,100,100,0.2311799
2729,00124_00001,100,90,0.2197032
2730,00128_00001,100,50,0.2759628
2731,00129_00001,0,40,0.4222672
2732,00129_00002,0,5,0.326733
2733,00129_00005,0,40,0.2721792
2734,00133_00002,0,10,0.9231798
2735,00137_00001,20,10,0.9312366
2736,00139_00001,100,80,0.1916087
2737,00139_00002,100,65,0.2040017
2738,00143_00001,20,75,0.9621832
2739,00147_00001,100,90,0.2555061
2740,00149_00001,100,95,0.2431738
2741,00155_00001,20,85,1.3789906
2742,00156_00003,100,90,1.0305607
2743,00158_00001,100,85,2.2523489
2744,00158_00002,100,85,2.3132389
2745,00158_00003,100,90,2.4643209
2746,00158_00004,100,80,2.7699692
2747,00158_00005,100,85,2.0407783
2748,00158_00006,100,95,2.3422752
2749,00158_00007,100,85,2.1255554
2750,00160_00010,0,70,1.4742184
2751,00168_00002,0,0,0.9032284
2752,00169_00002,0,0,0.8643196
2753,00169_00003,0,0,0.94508
2754,00170_00002,100,90,1.291984
2755,00171_00003,20,95,1.0242762
2756,00171_00004,100,90,1.4484946
2757,00171_00005,100,95,1.0172284
2758,00174_00004,100,90,1.2145382
2759,00000_00001,100,92.5,1.2354137
2760,00001_00003,100,30,0.3774013
2761,00002_00001,100,90,0.3807054
2762,00003_00002,100,90,0.4574238
2763,00004_00001,100,85,0.6189731
2764,00005_00002,100,87.5,0.3193829
2765,00005_00004,100,62.5,0.3099098
2766,00006_00002,100,80,0.3755093
2767,00007_00001,100,55,0.5188454
2768,00008_00003,100,85,0.3288674
2769,00009_00001,100,100,0.3626834
2770,00011_00002,100,100,2.8275912
2771,00012_00001,100,85,0.3271022
2772,00013_00002,100,50,0.3877724
2773,00014_00001,100,97.5,1.381399
2774,00015_00001,100,95,0.3312698
2775,00017_00009,100,62.5,0.3207055
2776,00018_00001,100,85,0.3680591
2777,00019_00003,100,72.5,0.3208022
2778,00022_00003,100,85,1.3695812
2779,00023_00003,0,30,0.3103662
2780,00023_00008,100,90,0.4175503
2781,00024_00002,100,70,1.4148129
2782,00025_00006,100,90,0.3600792
2783,00027_00001,100,55,0.3791613
2784,00028_00002,100,90,0.4684278
2785,00030_00001,100,80,0.3227374
2786,00031_00001,100,82.5,0.3122715
2787,00032_00007,100,80,0.3447413
2788,00033_00004,100,90,0.389562
2789,00034_00002,100,60,0.4912398
2790,00035_00001,100,90,0.3189399
2791,00035_00003,100,70,0.3123522
2792,00036_00001,100,65,0.3821033
2793,00037_00002,100,85,0.4899872
2794,00038_00006,100,95,0.378576
2795,00039_00001,100,90,0.3202412
2796,00041_00001,100,70,0.3176387
2797,00042_00004,100,85,1.6518999
2798,00042_00007,100,90,0.4679987
2799,00043_00001,100,80,0.3261607
2800,00044_00001,100,82.5,0.3240645
2801,00044_00002,100,77.5,0.3469773
2802,00045_00004,100,92.5,0.3500412
2803,00045_00005,100,85,0.3816433
2804,00046_00010,100,65,0.4686534
2805,00047_00006,100,80,0.3376551
2806,00049_00010,100,55,0.3236017
2807,00050_00003,100,67.5,0.3740143
2808,00051_00006,100,72.5,0.3892193
2809,00052_00001,100,100,0.4513716
2810,00053_00002,100,95,1.41292
2811,00053_00003,100,90,1.3199391
2812,00055_00002,0,30,0.3278815
2813,00056_00003,100,100,1.7901073
2814,00057_00001,100,35,0.3787115
2815,00057_00002,100,95,0.4940139
2816,00058_00001,100,52.5,0.5497079
2817,00058_00002,100,95,0.4888297
2818,00059_00003,100,90,0.5441757
2819,00059_00005,100,100,0.6747598
2820,00060_00003,100,90,0.6785016
2821,00061_00011,100,90,0.638056
2822,00061_00029,100,82.5,0.536661
2823,00062_00007,100,87.5,0.5249765
2824,00063_00005,100,85,0.6215565
2825,00064_00003,100,80,0.4502277
2826,00067_00003,100,70,0.3363791
2827,00068_00003,100,82.5,0.3317808
2828,00072_00001,100,70,0.3773765
2829,00073_00001,100,87.5,0.3863586
2830,00074_00004,100,92.5,0.6245292
2831,00075_00001,100,100,2.092018
2832,00076_00001,100,87.5,7.8335484
2833,00077_00001,100,95,2.8817304
2834,00078_00001,0,0,2.9200685
2835,00079_00002,100,67.5,1.4928503
2836,00080_00001,100,72.5,1.57245
2837,00081_00003,100,95,1.690139
2838,00082_00001,100,87.5,1.757038
2839,00083_00002,0,0,1.6185684
2840,00084_00002,0,47.5,1.5848149
2841,00084_00003,0,0,1.8107375
2842,00085_00001,100,92.5,2.0307885
2843,00086_00001,0,0,1.6754033
2844,00087_00001,100,82.5,1.6543133
2845,00088_00001,100,72.5,1.6815633
2846,00089_00001,100,100,1.7053097
2847,00089_00002,100,100,1.4466889
2848,00089_00003,100,100,1.5826511
2849,00090_00001,100,92.5,1.5628597
2850,00090_00002,100,85,1.893552
2851,00091_00001,100,85,1.8300781
2852,00092_00004,100,100,1.5239346
2853,00093_00004,100,87.5,1.448342
2854,00094_00003,100,80,1.6665177
2855,00095_00001,0,2.5,0.9875168
2856,00097_00001,100,75,3.0406223
2857,00098_00001,100,82.5,1.4496028
2858,00099_00004,100,85,1.5606131
2859,00100_00001,100,85,1.6455025
2860,00101_00001,100,85,1.5239234
2861,00102_00001,100,95,1.4597629
2862,00103_00001,100,90,1.4039527
2863,00104_00001,100,100,1.8702432
2864,00105_00001,0,67.5,2.1676903
2865,00105_00002,0,0,1.763481
2866,00106_00001,100,85,1.4934655
2867,00107_00001,100,100,1.5421127
2868,00108_00001,100,95,1.6198122
2869,00109_00001,100,100,1.7655705
2870,00110_00001,100,47.5,2.0174297
2871,00111_00001,100,100,1.616276
2872,00112_00001,100,100,1.3810143
2873,00113_00001,100,90,1.3783059
2874,00115_00001,100,97.5,1.8174023
2875,00117_00001,100,95,1.7312547
2876,00118_00003,100,90,1.6211837
2877,00119_00001,100,92.5,2.044688
2878,00005_00003,100,55,0.6575487
2879,00013_00001,100,70,0.3298405
2880,00016_00001,0,25,0.3891258
2881,00016_00002,0,22.5,0.7394807
2882,00016_00003,0,32.5,0.3300454
2883,00016_00004,0,20,0.3605035
2884,00016_00005,50,30,0.3962168
2885,00016_00006,0,30,0.3335425
2886,00016_00007,100,50,10.7212121
2887,00017_00006,100,45,0.4071823
2888,00022_00001,100,75,2.4862349
2889,00022_00002,100,80,1.4889612
2890,00023_00001,0,47.5,0.3783785
2891,00023_00002,0,52.5,0.3903776
2892,00023_00004,50,37.5,0.4701891
2893,00023_00005,50,40,0.3469458
2894,00023_00006,50,30,0.3359231
2895,00023_00007,50,40,0.3974222
2896,00024_00001,100,65,1.5316274
2897,00025_00002,100,40,0.3325217
2898,00025_00003,100,45,0.3895046
2899,00026_00001,0,42.5,1.9503295
2900,00026_00003,60,87.5,1.5729613
2901,00026_00005,60,93.5,1.5623457
2902,00026_00006,60,82.5,1.6539962
2903,00032_00002,100,20,10.8968648
2904,00032_00003,100,40,0.5007889
2905,00037_00003,0,40,0.3264615
2906,00037_00004,0,30,0.332067
2907,00037_00005,0,0,0.4402539
2908,00037_00006,0,55,0.3444733
2909,00037_00007,0,0,0.3582184
2910,00040_00001,0,22.5,0.3391616
2911,00040_00002,0,30,0.3972192
2912,00040_00003,0,35,0.6005053
2913,00040_00004,0,20,0.3259096
2914,00040_00005,0,0,0.3718474
2915,00040_00006,0,5,0.3985139
2916,00040_00007,0,5,0.3567904
2917,00040_00008,0,5,0.3275643
2918,00040_00009,0,5,0.3908604
2919,00040_00010,0,0,0.4008648
2920,00040_00011,0,40,0.3532355
2921,00042_00002,0,5,0.3186129
2922,00042_00003,0,30,0.3236631
2923,00049_00001,0,20,0.4299284
2924,00049_00002,100,45,10.913249
2925,00049_00003,0,60,0.3823944
2926,00049_00004,100,70,10.6796916
2927,00049_00005,0,20,0.3899366
2928,00049_00006,0,30,0.3843259
2929,00049_00007,100,57.5,10.738065
2930,00049_00008,100,77.5,10.6898584
2931,00051_00001,0,30,0.3972704
2932,00051_00002,0,25,0.4703974
2933,00051_00003,0,37.5,0.3400122
2934,00051_00004,0,52.5,0.450152
2935,00053_00001,100,82.5,1.5494663
2936,00056_00001,0,72.5,1.8532987
2937,00056_00002,100,80,1.5010788
2938,00059_00004,0,15,0.3447323
2939,00060_00001,100,90,0.4086992
2940,00060_00002,100,72.5,0.3326892
2941,00061_00005,0,0,0.37741
2942,00061_00020,0,15,0.4566488
2943,00061_00022,0,35,0.424273
2944,00061_00023,0,25,0.3183402
2945,00061_00027,0,30,0.3840199
2946,00062_00003,0,25,0.3986801
2947,00062_00004,0,0,0.4405964
2948,00062_00005,0,25,0.3186729
2949,00062_00006,0,30,0.3307456
2950,00063_00001,100,85,5.6334417
2951,00063_00002,100,82.5,10.8630313
2952,00065_00001,100,80,1.6101396
2953,00066_00001,0,5,1.8208912
2954,00069_00006,0,22.5,0.402217
2955,00069_00007,0,30,0.4334749
2956,00070_00002,0,27.5,0.3749422
2957,00074_00003,0,10,0.3202279
2958,00081_00001,0,22.5,1.6214933
2959,00081_00002,0,42.5,1.4035092
2960,00092_00001,60,100,1.5030451
2961,00092_00002,100,90,1.4934839
2962,00092_00003,100,85,1.6654088
2963,00094_00001,100,75,1.8865711
2964,00094_00002,100,95,2.0502661
2965,00118_00001,0,32.5,1.4210815
2966,00118_00002,100,90,1.4803294
2967,00001_00001,0,0,0.6211601
2968,00001_00002,0,0,0.7650401
2969,00003_00001,100,87.5,0.3595761
2970,00005_00001,100,92.5,0.3306822
2971,00006_00001,100,77.5,0.3352057
2972,00008_00001,0,25,0.6414516
2973,00008_00002,0,0,0.6117011
2974,00010_00001,0,0,0.8169617
2975,00010_00002,0,20,0.7090306
2976,00010_00003,0,10,0.6695257
2977,00010_00004,0,5,0.6929067
2978,00010_00005,0,20,0.564521
2979,00010_00006,0,5,0.6240707
2980,00010_00007,0,30,0.6318777
2981,00010_00008,0,0,0.5715044
2982,00011_00001,100,100,1.547856
2983,00017_00001,100,30,0.396968
2984,00017_00002,100,65,0.5622956
2985,00017_00003,100,62.5,0.4832242
2986,00017_00004,100,60,0.3496543
2987,00017_00005,100,60,0.3288785
2988,00017_00007,60,65,0.4262585
2989,00017_00008,100,55,0.4948191
2990,00019_00001,100,90,0.325452
2991,00019_00002,100,55,0.3349702
2992,00020_00001,0,0,0.521823
2993,00020_00002,0,0,0.5971757
2994,00020_00003,0,0,0.6101948
2995,00021_00001,100,60,0.3281575
2996,00021_00002,100,65,0.3239444
2997,00025_00001,100,92.5,0.3487323
2998,00025_00004,100,60,0.4510216
2999,00025_00005,100,90,0.5770029
3000,00025_00007,0,0,0.7497383
3001,00025_00008,0,5,0.4813099
3002,00026_00002,60,90,1.6336456
3003,00026_00004,60,92.5,1.7838467
3004,00028_00001,100,90,0.4194304
3005,00029_00001,0,0,0.5943634
3006,00032_00001,0,5,0.4974952
3007,00032_00004,60,55,0.40472
3008,00032_00005,100,55,0.4106774
3009,00032_00006,100,60,0.3487942
3010,00033_00001,100,92.5,0.3254516
3011,00033_00002,100,70,0.3236968
3012,00033_00003,100,80,0.3625223
3013,00034_00001,100,47.5,0.3855057
3014,00035_00002,100,45,0.4748299
3015,00037_00001,60,67.5,0.3248289
3016,00038_00001,0,2.5,0.6249154
3017,00038_00002,0,0,0.6095951
3018,00038_00003,0,0,0.6630068
3019,00038_00004,0,5,0.5473622
3020,00038_00005,0,0,0.5525803
3021,00040_00012,0,10,0.6142793
3022,00040_00013,0,0,0.4841657
3023,00040_00014,0,0,0.5964845
3024,00040_00015,0,5,0.6695658
3025,00040_00016,0,10,0.4970178
3026,00040_00017,0,10,0.544372
3027,00040_00018,0,0,0.6224836
3028,00040_00019,0,0,0.6409704
3029,00040_00020,0,0,0.5388941
3030,00042_00001,60,80,1.8936505
3031,00042_00005,100,70,0.508546
3032,00042_00006,100,90,0.3492022
3033,00045_00001,0,7.5,0.5756084
3034,00045_00002,0,0,0.6042973
3035,00045_00003,100,87.5,0.4123208
3036,00046_00001,100,87.5,0.3534595
3037,00046_00002,60,97.5,0.31816
3038,00046_00003,100,90,0.3086022
3039,00046_00004,100,75,0.3216606
3040,00046_00005,100,87.5,0.3480552
3041,00046_00006,100,85,0.4012921
3042,00046_00007,100,65,0.4896371
3043,00046_00008,100,67.5,0.3959733
3044,00046_00009,100,85,0.3351255
3045,00047_00001,100,80,0.3275559
3046,00047_00002,100,87.5,0.3995227
3047,00047_00003,100,82.5,0.3934805
3048,00047_00004,100,90,0.4695323
3049,00047_00005,100,95,0.3220256
3050,00048_00001,100,60,0.331774
3051,00048_00002,100,65,0.3218997
3052,00048_00003,100,62.5,0.3725292
3053,00048_00004,100,70,0.5350001
3054,00048_00005,100,50,0.3244857
3055,00048_00006,60,40,0.328007
3056,00048_00007,100,82.5,0.3792446
3057,00048_00008,0,0,0.6191869
3058,00048_00009,100,85,0.3277115
3059,00049_00009,100,37.5,0.3344187
3060,00050_00001,60,80,0.3243123
3061,00050_00002,100,80,0.4292207
3062,00051_00005,100,90,0.5151182
3063,00054_00001,0,20,0.7230821
3064,00054_00002,0,0,0.4672991
3065,00054_00003,0,15,0.632576
3066,00055_00001,0,42.5,0.4377929
3067,00059_00001,100,75,0.4642025
3068,00059_00002,100,60,0.3124025
3069,00061_00001,0,2.5,0.4596705
3070,00061_00002,0,0,0.542246
3071,00061_00003,0,0,0.5904046
3072,00061_00004,0,15,0.7191913
3073,00061_00006,0,27.5,0.551994
3074,00061_00007,0,10,0.6545178
3075,00061_00008,100,65,0.4331352
3076,00061_00009,100,62.5,0.3333185
3077,00061_00010,100,15,0.3468159
3078,00061_00012,0,12.5,0.4969214
3079,00061_00013,0,15,0.5289004
3080,00061_00014,0,5,0.4997124
3081,00061_00015,0,5,0.9085571
3082,00061_00016,0,30,0.5132783
3083,00061_00017,0,20,0.5801605
3084,00061_00018,0,10,0.8667437
3085,00061_00019,0,5,0.6512453
3086,00061_00021,0,15,0.4839401
3087,00061_00024,0,20,0.6064061
3088,00061_00025,100,57.5,0.3997011
3089,00061_00026,0,15,0.6454694
3090,00061_00028,0,20,0.516781
3091,00062_00001,0,0,0.5720822
3092,00062_00002,0,7.5,0.5808826
3093,00063_00003,0,42.5,0.6349718
3094,00063_00004,100,60,0.3349719
3095,00064_00001,100,15,0.330877
3096,00064_00002,100,50,0.3158131
3097,00067_00001,0,0,0.6820523
3098,00067_00002,100,80,0.4060809
3099,00068_00001,100,87.5,0.4802556
3100,00068_00002,100,87.5,0.4174365
3101,00069_00001,0,0,0.5298686
3102,00069_00002,0,17.5,0.5964024
3103,00069_00003,0,7.5,0.6734183
3104,00069_00004,0,17.5,0.6865501
3105,00069_00005,0,10,0.6270477
3106,00069_00008,100,60,0.3354952
3107,00069_00009,100,67.5,0.3732759
3108,00069_00010,100,80,0.4517566
3109,00070_00001,0,5,0.7001035
3110,00070_00003,60,62.5,0.3728248
3111,00070_00004,100,55,0.3897042
3112,00070_00005,60,52.5,0.3163774
3113,00070_00006,100,67.5,0.3707156
3114,00071_00001,100,35,0.3978391
3115,00074_00001,0,30,0.6927424
3116,00074_00002,0,15,0.4858253
3117,00079_00001,100,72.5,1.5589412
3118,00083_00001,0,0,1.7705501
3119,00084_00001,0,60,2.1778246
3120,00093_00001,60,95,1.5925344
3121,00093_00002,100,100,1.4428489
3122,00093_00003,100,100,1.8532682
3123,00096_00001,0,0,1.9130048
3124,00099_00001,100,70,1.4533366
3125,00099_00002,100,90,1.5149182
3126,00099_00003,0,0,1.5077614
3127,00114_00001,60,92.5,1.5460064
3128,00114_00002,60,80,1.7604145
3129,00116_00001,60,90,1.9968407
3130,00116_00002,60,90,1.7080191
3131,00000_00004,20,85,0.1665148
3132,00001_00004,100,90,0.2161879
3133,00002_00028,100,95,0.1703762
3134,00002_00041,100,95,0.2152176
3135,00002_00043,100,95,0.1728687
3136,00002_00044,100,90,0.2055604
3137,00002_00045,20,80,0.2478601
3138,00002_00046,20,85,0.2573099
3139,00002_00047,20,80,0.2673489
3140,00002_00048,20,95,0.2369543
3141,00002_00050,20,90,0.2274285
3142,00002_00051,20,85,0.2270209
3143,00002_00053,20,90,0.2036205
3144,00003_00003,20,80,0.2428235
3145,00006_00001,20,90,0.1031058
3146,00007_00003,100,90,0.1760368
3147,00009_00001,100,90,0.1920454
3148,00012_00003,100,90,0.1845635
3149,00012_00005,20,80,0.2067693
3150,00015_00001,100,100,0.9407112
3151,00015_00002,100,80,0.9683291
3152,00015_00003,100,95,1.1337266
3153,00017_00003,100,90,0.9808513
3154,00020_00001,100,90,0.1711604
3155,00020_00002,100,75,0.1764306
3156,00028_00002,100,90,0.1673656
3157,00029_00001,100,100,0.187857
3158,00030_00002,100,90,0.1926087
3159,00030_00004,100,85,0.7827159
3160,00031_00001,100,95,0.2219383
3161,00031_00002,0,0,1.0249352
3162,00032_00001,0,10,0.3575045
3163,00033_00001,100,90,1.2300546
3164,00033_00002,100,90,1.0776952
3165,00033_00003,100,90,0.7743017
3166,00034_00001,100,100,0.71935
3167,00037_00002,100,95,0.7410627
3168,00037_00003,100,90,0.8062053
3169,00037_00004,100,100,0.7796856
3170,00039_00001,0,0,0.8849334
3171,00040_00001,0,0,0.9380927
3172,00041_00001,0,0,1.3680895
3173,00042_00001,100,90,1.667609
3174,00042_00002,100,100,1.2079446
3175,00044_00001,0,10,0.4938859
3176,00045_00002,100,100,0.2039608
3177,00047_00001,0,10,0.9296986
3178,00047_00002,0,80,0.767801
3179,00047_00003,0,0,0.8173617
3180,00047_00004,0,0,1.1041822
3181,00048_00015,20,60,0.2278511
3182,00049_00007,20,90,0.2390962
3183,00052_00001,20,90,0.2522117
3184,00055_00001,20,100,0.2474899
3185,00056_00003,100,90,0.9857675
3186,00056_00005,100,85,0.8030744
3187,00057_00001,20,90,0.1742196
3188,00058_00002,100,90,0.1684851
3189,00059_00007,0,0,0.9321442
3190,00059_00008,0,60,0.920939
3191,00060_00003,100,75,0.8365125
3192,00062_00002,100,85,1.1932786
3193,00064_00001,100,80,0.9111996
3194,00064_00002,100,100,1.0114228
3195,00064_00003,100,100,0.8442887
3196,00065_00009,0,0,0.899158
3197,00067_00004,0,10,0.3495217
3198,00067_00005,0,10,0.3340654
3199,00069_00003,0,5,0.4507494
3200,00071_00002,100,100,0.234467
3201,00072_00001,0,0,1.0396357
3202,00073_00001,0,0,0.8933142
3203,00074_00001,100,75,0.1769013
3204,00076_00002,20,90,0.1666107
3205,00077_00001,0,20,0.3004198
3206,00080_00001,0,0,0.3911191
3207,00081_00001,20,100,0.2369417
3208,00082_00001,100,85,1.0533858
3209,00083_00001,20,90,0.2017912
3210,00085_00006,0,0,0.8141186
3211,00086_00002,100,85,0.1656125
3212,00088_00001,20,50,0.1919225
3213,00089_00001,20,65,0.2003871
3214,00090_00001,20,50,0.2310639
3215,00091_00002,0,0,1.4129827
3216,00093_00001,0,15,0.4343452
3217,00095_00001,100,80,0.2834853
3218,00096_00001,100,100,0.2338389
3219,00097_00001,20,40,0.2347825
3220,00099_00004,0,0,1.3841208
3221,00101_00002,0,40,1.3859866
3222,00102_00001,0,40,0.4133437
3223,00103_00007,20,80,0.3721098
3224,00106_00001,100,95,3.9420409
3225,00107_00001,100,90,1.1443314
3226,00107_00002,100,100,1.0519147
3227,00108_00001,100,100,1.5030512
3228,00108_00006,100,100,1.2843844
3229,00108_00007,100,85,1.1556466
3230,00108_00009,100,95,1.221363
3231,00110_00001,0,0,0.8717088
3232,00110_00002,0,0,0.9478689
3233,00110_00003,0,0,0.8559728
3234,00110_00004,0,0,1.1908883
3235,00113_00002,100,85,0.2247554
3236,00113_00003,100,90,0.2320505
3237,00114_00001,100,100,1.1069442
3238,00114_00002,100,90,0.8606284
3239,00115_00006,100,90,0.8501608
3240,00115_00008,100,95,0.9166843
3241,00115_00009,100,90,0.9817374
3242,00116_00001,100,100,0.8720061
3243,00116_00002,100,90,0.8482582
3244,00116_00003,100,90,1.0650315
3245,00116_00006,100,95,1.1457247
3246,00116_00007,100,90,0.9755428
3247,00116_00008,100,100,0.8870311
3248,00116_00009,100,85,0.9268494
3249,00116_00010,100,100,0.7783856
3250,00116_00011,100,90,0.8479674
3251,00116_00012,100,90,0.9367125
3252,00117_00001,100,100,1.1147975
3253,00118_00001,0,60,1.1712332
3254,00118_00002,0,0,1.061974
